label,text
siata,Muchachos! no todo el mundo se tiene que dar cuanta que coronaron la vuelta. Estamos en un aguacero en pleno 10 de… https://t.co/TNXIlPyVjA
siata,Muchachos! No todo el mundo se tiene que enterar que coronaron la vuelta. Estamos en un aguacero en pleno 10 de Abr… https://t.co/owOgEGISC2
nosiata,No entiendo cómo les parece interesante seguir a ese señor calvo que aguanta la respiración en Las fotos.
nosiata,Que gonorrea la gente tiradora 😉 #TomaTuCupidazo #AguapanelaPalFrio 
nosiata,@herleycuesta6 Para que respetes vos crees que toda la gente está por aguantarse tu hp mal genio. 🤣🤣
nosiata,@Lili_Palacio Los defiende pero realmente los tira al agua jajajajaja
nosiata,Antioquia ejemplo de conservación hídrica en el Foro Mundial del Agua: https://t.co/Titj6elRK6
nosiata,Alimentos de Alto Valor Nutricional y agua potable fueron entregados a más de 20 familias en Tamaquito Uno por las… https://t.co/Rg2kNhqICj
nosiata,@Catarsisp Decile a tu otra parte que ese es el mal menor que se aguante
nosiata,@cristobalsoria @elchiringuitotv Estoy decepcionado de este deporte llamado futbol robo tras robo no lo aguanto má… https://t.co/NnGbpcnwkT
nosiata,@NoticiasCaracol DE QUÉ VIVE UN CAMPESINO 2 AÑOS MIENTRAS EL CULTIVO DE AGUACATE DA SUS PRIMEROS FRUTOS? DE DÓNDE… https://t.co/BXfjvCA7dp
nosiata,@sttmed a qué hora es ahe abren la oreja de la Aguacatala por la autopista?
nosiata,@sergio_fajardo @petrogustavo @GustavoBolivar este señor cree que todo lo va a financiar con aguacates.  Los cultiv… https://t.co/Jg0PiYjV7O
nosiata,@Mahencla Se me volvió agua la boca.?
siata,Estos aguaceros a esta hora son los buenos para .....
nosiata,Me dio hambre a esta hora y no sé porqué se me hizo agua la boca por un sudado de pollo 😶😶 😂
siata,El aguacero que se largó justo cuando me iba a dormir
siata,Afortunados a los que nos arrullan tirándonos goticas de agua a la ventana más sonora el techo... #Insomnio
nosiata,Ante @SoldeAmericapy @DIM_Oficial debutará esta noche en Copa Sudamericana en territorio paraguayo a partir de las 7:30 de la noche.
nosiata,Creo que no iré a la universidad hoy no creo poder bañarme con agua fría ¿qué pasó con la energía eléctrica? 😴🙄
nosiata,Claro que ahora no sé qué es más estresante si esa canción insistiendo en mi cabeza o tener que aguantar la congestión de la ciudad.
nosiata,La gente exagera están tapadas x los palos de aguacate! https://t.co/9dB8DUnHrR
nosiata,Y todo lo que se tiene que aguantar @IvanDuque por representar el partido de @AlvaroUribeVel yo de él me retiro dig… https://t.co/dmZpvhRkzx
nosiata,La Fragua - En La Sierra (Video Oficial) https://t.co/HPzJik9sFj vía @YouTube #newvideo #nowplayng
nosiata,These photos were taken at San José del Fragua in @Caquetá. Come and get to know all about our culture.… https://t.co/ZfVsIHsbCw
nosiata,@tamosmelosszs Me aguanto mis ganas de ir a NY y voy a conocer Sicilia específicamente el pueblo Corleone jajaja
nosiata,A este paso como que Rescalvo se va a tener que quedar con la suegra en Paraguay @DIM_Oficial
nosiata,@elmonitosanchez @porras_edgar mono tranquilo que petro los pondra gratis con los de los aguacates q mandara santrich para la usa
nosiata,Más de lo mismo. Sufre el @DIM_Oficial en Paraguay y ahora pierde 2-0. ¡Impresentable! @RadioMunera790 @paisitamunera @InfoDIM
nosiata,Me da pena ajena con la afición del @DIM_Oficial sobre todo con los que a esta hora están en Paraguay. Es una bofe… https://t.co/5qxNaBlTEF
nosiata,@Jomrr27 Mijo pero te tomaste hasta el agua de los floreros ayer en la rumba
nosiata,@RodrigoUprimny @RafaGuarin @IvanDuque Jajajajajaja exacto  que lea bien o se ponga las gafas.
nosiata,#Volcanes  activos vistos desde la @Space_Station: Popocatépetl (Mexico) San Cristobal (Nicaragua) Klyuchevskaya… https://t.co/xMVtUYG4yU
nosiata,@luchomexia @Avianca @polillafeliz @DonJediondo @AlertaHumor Nada no dieron ni agua
nosiata,@NoticiasCaracol latinoamerica despertando de la basura comunista felicitaciones paraguay a corregir el rumbo.....
nosiata,@alejovr90 Esos libros de estadística aguantan mucho. Espero uno o dos a buen costo 😅
nosiata,@RafaGuarin @IvanDuque Ah pero el tipejo este es profesor de la Nacho que se puede esperar ahhh? 👎👿😣
nosiata,Tambalea el Socialismo del siglo veintiuno ahora es Nicaragua con su dictador Ortega donde se reprime al pueblo.Qué verguenza!
nosiata,@bellota311 @Bilancieri Fíjese que en Nicaragua fue en 4 días esa cantidad eso quiere decir todos salieron a la cal… https://t.co/DNGVfBEdbv
nosiata,Que bueno que en Paraguay el partido colorado este tan consolidado que viva la derecha!✊🏻✊🏻
nosiata,La situación con Nicaraguano está ni un poquito alejada a lo que pasó y sigue pasando en Venezuela por eso ese sen… https://t.co/9XFvbYRdJT
nosiata,Holaaaa Coca Cola Verdad que hoy arranco dieta  Hola agua con limon 
nosiata,@ELTIEMPO Jejeje salieron los Venezolanos ofendidos por que según ellos esas arepas de arena y agua que hacen son p… https://t.co/hIcayEzFCJ
nosiata,Diluido ni a base de agua ni alcohol
siata,Hace muchos años no sentía un #Temblor entonces twitteo y se aguantan
nosiata,Buenas yo vivo en un sexto piso y vi como el agua  💦 que está en un dispensador se movió levemente de un lado para… https://t.co/DbnN4yDu0N
nosiata,Buenas yo lo sentí en el sexto piso en el barrio sur americana vi como un dispensador de agua 💦 se movía levemente… https://t.co/ezRBbhtJ6a
nosiata,@Gortegaz eso es que estoy comiendo muy poquito aguacate.
nosiata,@CostaNoticiasTV @VancliffDesign @JuanpTello @invaristi02 @majagual @equisyezeta @cecollm @RiveraNicolasC @mcatica… https://t.co/qWC9v23hBD
nosiata,my bff got engaged :) such a fun energetic full of love https://t.co/EneB8kTsK9
nosiata,Igual: sucede en Nicaragua... Díos salve la Patria Colombia... https://t.co/lxn68MATGr
nosiata,Pero robándote los tweets no aguanta.
nosiata,Mk me da una rabia cuando se están peyendo en clase y se hacen los maricas y uno aguantando su olor 🤢🤢
nosiata,Listos los aguacates para lasdeliciasdelaflaca y el flaca_mole en… https://t.co/xYKJi9d0Rx
nosiata,Y me vine! 😐  No aguanté la hpta arrechera 💦 https://t.co/WPZGst85FV
nosiata,Falso sandinista Ortega reprime el bastión de la #Resistencia estudiantil en #Nicaragua https://t.co/i861fgqzsH via @elpais_inter
nosiata,@ernestomaciast @IvanDuque Yo tampo le puedo responder al Sr Petraña por que me tiene Bloqueado. No aguanta un deba… https://t.co/hAtulTVFZm
nosiata,@Aguaguado_ Claro ome a ver si te responde y te aprueba el tuit. Mira @MelukLeCuenta
nosiata,@sergioaguayo Sergio Aguayo está usted mariguano o con algún psicótico?
nosiata,Chocolate en agua.... Chocolate con agua? Solo a una maldita raza ignorante se le ocurre hacer el chocolate en agua....
nosiata,@KterineValencia Así si es rico pero en agua es como beso de boba no sabe a nada
nosiata,YA NO AGUANTO MAS... https://t.co/1vWX97uMJx
nosiata,@OpinadorP Toca llevar un baldado d agua bendita
nosiata,La aguapanela con limón tampoco es guarapo GRACIAS. https://t.co/nGDRR4ywsj
nosiata,Total... Da una puteria... Y ni hablar a la hora de la cojida.... Qué les duele.. que ya no aguantan.. que les duel… https://t.co/Dq3usUyYgp
nosiata,Sin negro no hay guaguanco 🎶
nosiata,No aguanto tanto bullying ☹️😂 Jajajajajajajajajajajajajaja @lemusnicolas https://t.co/eyCVnqmpcG
nosiata,“Para producir unos jeans se necesitan entre 10.000 y 17.000 litros de agua y para una camiseta de algodón unos 2.7… https://t.co/MRn96WpzBi
nosiata,FLUYE COMO EL AIRE!!! Seamos agentes de cambio dejemos huellas positivas en otros yo me anoto y… https://t.co/4Jehf8gxiP
nosiata,@NuevoVoltaire Y seguramente no será la primera ni la última. Es una lamentable tendencia de nuestros días. Grave c… https://t.co/UTzb3zS3Ii
nosiata,Se vale llorar. Hacerlo no denota debilidad! Es tomar un nuevo aire para seguir de nuevo con más fuerza! Más energía! 💪🏻💙👆🏻🙏🏻
siata,@siatamedellin les regalo esta linda imagen de las estaciones de monitoreo de la #CalidadDelAire en #MedEd desde la… https://t.co/AiASdxG7vQ
nosiata,#AestaHora el conteo mas importante #las15delasemana en @radiopoliciafm #alaire @wilmerparra964 @silviavallejor eli… https://t.co/nDQHH0pl3f
nosiata,((Al aire)) #NoticiasTM Le contamos qué hacer en caso de una tormenta eléctrica. https://t.co/4KuegJdCvg https://t.co/DoN4mfMvhx
nosiata,((Al aire)) #NoticiasTM @DAGRDMedellin entregó cinco obras de mitigación en el corregimiento San Antonio de Prado.… https://t.co/jHb5mxc7zE
nosiata,@Danobaires @Canal_Sony @nicolaspereira Un saludo muy especial para Nicolás y para esta campeona te he seguido por… https://t.co/fZyHbmHm4U
nosiata,#FelizSábado #Mar31 #SabadoSanto #MiMilagritoSería Que ve TVCO🇨🇴? #LaRedAlAire @LaRedCaracol @CaracolTV📣… https://t.co/Ew5p0W9A2i
siata,Una pregunta de @elcolombiano que tiene una sola respuesta: muy pero muy mal. #CalidadDelAire #Medellín https://t.co/t5PvhTocRj
nosiata,Procedo a abrir Grindr en mi pueblo originario Buenos Aires para levantar mi ego.
nosiata,#FelizSábado #Mar31 #SabadoSanto #MiMilagritoSería Que ve TVCO🇨🇴? #LaRedAlAire @LaRedCaracol @CaracolTV📣… https://t.co/Yn4P7WmiiP
nosiata,En el aeropuerto tienen el aire apagado o por mi madre estoy teniendo un hot flash!
nosiata,L’equipe de Gabi Heinze qui etait menée 2-0 a 10 contre 11 réussi a faire match nul 3-3 #loco #velez #argentine
nosiata,Le marketing avec Zlatan aux USA ca va faire mal https://t.co/6rvjTYjN57
nosiata,@RafaNietoLoaiza Si  Da grima ver después de una año las obras que prometieron y se quedaron en el aire . LOS ORGAN… https://t.co/7KMcf4GOgd 
siata,#NoticiasTM Mejoró la calidad del aire en el Valle de Aburrá. https://t.co/HOS8q9vuuY
siata,"Sigue la ""mejora"" del aire por inercia así que desmejorará por inercia. ¿Qué pasó con las medidas cautelares?… https://t.co/WcCJxZSZqM"
nosiata,"""Houston tenemos problemas Gregorio"" y ""Doble amarilla positivo para expulsión"". Esas mierdas al aire nos pueden… https://t.co/ZdPyxCAb69"
siata,Qué está pasando con el aire en Medellín y qué eso del fracking. Hablémoslo este próximo 2 de abril en… https://t.co/hJg63uQ9JG
nosiata,@BrentToderian Buenos Aires Barcelona Paris Oslo Madrid Lisbon Hamburg... are some of the #MostWalkableCityInTheWorld
nosiata,La promesa del mañana se siente en él aire...
nosiata,@Airesoysinti_ Te extraño!
nosiata,@santiagojm93 Él lo ha dicho varias veces pero al aire no se le notaba ahora sí es se le sale el hincha en cada transmisión.
siata,Reporte de 5pm ayer @siatamedellin muestra empate de verdes y amarillos en estaciones de calidad del aire. Hoy am… https://t.co/y4UHIOMSCO
siata,@siatamedellin @Areametropol Que hermoso un aire así. Lastima q solo sea hasta mañana cuando la Orfa de vehículos y… https://t.co/Wz1eMoa67m
nosiata,@Pipe_Granada @bizarrogoode Demaciado amor en el aire 💓💓😍😻
nosiata,((Al aire)) #NoticiasTM A esta hora continúa el plan retorno de esta Semana Santa. https://t.co/4KuegJdCvg https://t.co/aGquqzDVjY
nosiata,((Al aire)) #NoticiasTM Mañana regresa la medida del pico y placa a Medellín y el Valle de Aburrá.… https://t.co/HH3qu89uIv
nosiata,((Al aire)) #NoticiasTM Cinco generaciones de una misma familia se reunieron en Medellín. https://t.co/4KuegJdCvg https://t.co/YoYuiUpIMD
siata,Cada cierto tiempo uno debe subir a Santa Elena para respirar aire limpio y recibir el frío que nunca se siente en… https://t.co/1qMSD1rTps
nosiata,De paseo en Semana Santa por Iquira-Huila - Se respira aire puro #VacacionesJeep @ManadaJeep https://t.co/R1m76quYIM
nosiata,((Al aire)) #NoticiasTM Cinco generaciones de una misma familia se reunieron en Medellín. https://t.co/KzH55ape66
nosiata,Yo una vez iba a ir a comer con C-P-Ga a Papas al aire libre pero en realidad se llama Patatas a cielo abierto y se burló mucho de mí
nosiata,Al aire Carlos Jimeno Subgerente de Planeación de @transmetrobaq . Se iniciaron obras de recuperación 3 estaciones… https://t.co/iw9QrQfqKQ
nosiata,No pensé que ese aire inocente me enseñase el mundo en las cosas bonitas tan simples...🎤🎼
siata,Salimos a preguntarle a los ciudadanos del Valle de Aburrá cómo están inspirando para mejorar la calidad del aire y… https://t.co/IYOVHSMhLP
nosiata,AlAire @Teleantioquia #DebateEnAntioquia #debatepresidencial https://t.co/kM3Zmgld7f
nosiata,#AlAire #DebatePresidencial @Teleantioquia en alianza con @RevistaSemana presentes  @sergio_fajardo @German_Vargas… https://t.co/fUDZEf6oFp
nosiata,#DebateEnAntioquia @IvanDuque ni pa salchichón no sabe ni dónde está parado hizo una panorámica desde el aire.
nosiata,Tengo ganas de ser aire y me respires para siempre.
nosiata,Al aire en el programa #EnTertulia de @RadioTodelar gracias al doctor César Pérez Berrío. https://t.co/MW2wP5Dv7M https://t.co/krzDqLbBl0
nosiata,@NuevoVoltaire He ahí la solución para cuando las consultas son por WhatsApp https://t.co/SHbvuvPgxA
siata,4. En medición de ##CalidadDelAire Material Particulado PM2.5 con el equipo que siempre uso medí valores entre 8 y… https://t.co/vkgDnY0Mzz
siata,5. Las mejores medidas de #CalidadDelAire que he obtenido en cualquier medio de transporte. El valor de la energía… https://t.co/Lk1scbJed3
nosiata,¡ YA ESTAMOS AL AIRE PARA EL JUEGO BOLÍVAR VS NACIONAL ! Sean todos bienvenidos a la transmisión que sigue rompien… https://t.co/Cx8fXWpaBr
siata,1. Hoy en mediciones de #CalidadDelAire en @TransMilenio viajé en bus B11 15min y en promedio Material Particulado… https://t.co/0pG20NKEfO
siata,No seamos tan tibios de hablar solo de ‘filtros’ al Diesel para mejorar calidad del aire necesitamos superar este… https://t.co/4veowYvv8t
nosiata,Pasamos a la entrevista grupal nos tocó con mera mierda de psicóloga nos pintaban pajaritos en el aire cuando sa… https://t.co/zHQBChkUuu
nosiata,Con un enfoque de #EconomiaCircular podemos enfrentar mala calidad del aire y la gestión integral de residuos!… https://t.co/VwE1eyOtHW
nosiata,#NoticiasTM ((Al aire)) Emisión 6:00 a.m. Comienza la mañana bien informado con las noticias de Medellín y el Valle… https://t.co/dMmF5cQ0mm
nosiata,#NoticiasTM ((Al aire)) Ofertas laborales y convocatorias de la Oficina Pública de Empleo https://t.co/4KuegIW16G https://t.co/Ckmr6ycrNX
nosiata,#NoticiasTM ((Al aire)) Las Tiendas de la Confianza busca promover el buen comportamiento de los ciudadanos… https://t.co/3JGg1Rmw6U
nosiata,#NoticiasTM ((Al aire)) @linabote secretaria de Cultura Ciudadana nos habla sobre la nueva estrategia Ciudadanos c… https://t.co/ffBdEkxJt8
nosiata,#NoticiasTM ((Al aire)) Luz Adriana Naranjo directora de Transformación de @INEXMODA habla sobre la implementació… https://t.co/t3N7TjN0Zu
nosiata,#NoticiasTM ((Al aire)) Segundo reporte de movilidad en Medellín desde el Centro de Control de Tránsito de la… https://t.co/kWgUGEcdQo
nosiata,#NoticiasTM ((Al aire)) El Clásico más Largo de la Historia se jugará desde las 6:00 p.m. del viernes hasta las 6:0… https://t.co/r0cc7Gt9rB
nosiata,"#NoticiasTM ((Al aire)) ""Queremos tener el partido más largo del mundo"" Eduardo Silva Meluk https://t.co/4KuegIW16G https://t.co/1ttQEC36x2"
nosiata,"#NoticiasTM ((Al aire)) ""El fútbol en paz no es solo responsabilidad de la Administración Municipal y los equipos… https://t.co/6niA97IF51"
nosiata,Buenos días 📻🎙 Este combo anda al aire en el #Tropishow de la más bacana #TropicanaMedellín 😎🎙📻… https://t.co/jgUeCcnYHi
nosiata,#NoticiasTM ((Al aire)) El Museo Casa de la Memoria lanzó su nueva app con una audioguía para disfrutar la experien… https://t.co/TWLDU4Igt1
nosiata,Estamos al aire con lo mejor del Pop 🙋🏼‍♂️ Escúchanos en vivo —-&gt https://t.co/yufs7Mr9HQ 📲
siata,Me vuelve a hacer falta el reporte de las 5am de hoy de calidad del aire en #Medellín en Twitter. Ayer también me pasó. @siatamedellin
nosiata,#NoticiasTM ((Al aire)) Autoridades ya tienen todo listo para garantizar la seguridad y tranquilidad de los asisten… https://t.co/ggcdxXL0y6
nosiata,#NoticiasTM ((Al aire)) Acompañamiento y oferta institucional hacen parte de la estrategia de la Alcaldía y la Poli… https://t.co/1hVUKzwsvl
nosiata,#NoticiasTM ((Al aire)) En el barrio Santa Lucía fueron impuestas 4 suspensiones temporales a locales comerciales p… https://t.co/gwoSUriaOL
nosiata,#NoticiasTM ((Al aire)) Desde hoy se dio inicio formal al Mes de la Danza una estrategia de la Secretaría de Cultu… https://t.co/9IumNle8XO
nosiata,#NoticiasTM ((Al aire)) Nacional de local con Jorge Almirón en su primer clásico con el verde… https://t.co/sttoVoNZu5
nosiata,#NoticiasTM ((Al aire)) Medellín con la baja de Yulián Anchico por virósis https://t.co/Dzz8ex7XQO https://t.co/fGRHBNk6D8
nosiata,#NoticiasTM ((Al aire)) Rionegro con el regreso de Daniel Hernández después de superar una lesión… https://t.co/nqXuhPSKu1
nosiata,#NoticiasTM ((Al aire)) Masiva participación en la Carrera Corre por Amor https://t.co/Dzz8ex7XQO https://t.co/L5MIwcPDiF
nosiata,Donde vivo #DesdeElAire.... Foto tomada por andresmlopezr… https://t.co/VsYjwdgnsn
nosiata,@DeportesRCN @CanalRCN si ustedes apoyarán la fiesta del fútbol al momento de estar al aire esto es lo que deberían… https://t.co/O4Tc75GQ9A
nosiata,"@_MDaniela_  ""Hay cosas que escribo en la cama  hay cosas que escribo en el aire  hay cosas que siento tan mías … https://t.co/R0WtiJCPnG"
nosiata,#NoticiasTM ((Al aire)) Hasta el momento las autoridades entregan un positivo balance de seguridad en el clásico pa… https://t.co/uOmGi7Vxyl
nosiata,#NoticiasTM ((Al aire)) Desde hoy se dio inicio formal al Mes de la Danza una estrategia de la Secretaría de Cultu… https://t.co/rFEPke70Xi
nosiata,#NoticiasTM ((Al aire)) Reacciones del clásico entre Nacional y Medellín https://t.co/Dzz8ex7XQO https://t.co/pA3zcRvJ9w
nosiata,#NoticiasTM ((Al aire)) Rionegro Águilas sacó un empate ante Independiente Santa Fe en el estadio El Campín… https://t.co/IkCeeYlAcS
nosiata,#NoticiasTM ((Al aire)) Héroes con Historia documental sobre los 100 años del Cuerpo de Bomberos de Medellín… https://t.co/SjmLsy3vQz
nosiata,Le digo a mi mamá que me duelen las rodillas y según “son gases eso es puro aire” jajajajaja el eterno diagnóstico 😂😂🧐🧐
siata,@Areametropol @AlcaldiadeMed concluyen estado de prevención por la calidad del aire. Este 9 de abril se retoma… https://t.co/ImM0BmJbiq
nosiata,Porque @sergio_fajardo no dice al aire que quiere a @DeLaCalleHum  pero le preocupa Cristo? Que quería a… https://t.co/309xaAjG7R
siata,Estoy parchado en esta tarde con buen solecito haciendo buena radio #alaire con ustedes a través de @lazurbana919 ¿… https://t.co/ktiblsXldk
nosiata,Los soldados de tierra mar y aire de la @ftc_omega se unieron en la conmemoración del Día Nacional de la Memoria y… https://t.co/2PqkG6kaeX
nosiata,3 días para que el cuarto CIELO esté al aire y lo hagan suyo. La emoción de ver cómo se… https://t.co/kElAzuqePC
nosiata,"#NoticiasTM ((Al aire))"" Es información que le permitirá al Gobierno Nacional tomar medidas en el futuro"" Mario Mo… https://t.co/y1afwUWRFU"
nosiata,"#NoticiasTM ((Al aire))""El ciudadano venezolano que está de forma irregular en el país puede acceder a los servicio… https://t.co/iIPanerxDd"
nosiata,#NoticiasTM ((Al aire)) Conozca los pasos para acceder a las becas de @SapienciaMed https://t.co/Dzz8ex7XQO https://t.co/2VcXsfWIBR
nosiata,#NoticiasTM ((Al aire)) La Administración Municipal informó que desde 2016 ha rescatado 6 mil menores que estaban e… https://t.co/HIfr1ozoNP
nosiata,#NoticiasTM ((Al aire)) Subsecretario de Derechos Humanos de Medellín habla sobre la situación de reclutamiento de… https://t.co/W9atrmmygW
nosiata,#NoticiasTM ((Al aire)) Habitante de calle fue encontrado muerto en una bodega de Ciudad del Río… https://t.co/GSMMovKwq9
nosiata,#NoticiasTM ((Al aire)) @luisbernardov habla sobre el impacto de la Escuela de Inclusión en Medellín… https://t.co/9t7hrdmI6W
nosiata,"#NoticiasTM ((Al aire)) ""Ya tenemos a 100 personas ubicadas laboralmente"" @luisbernardov https://t.co/Dzz8ex7XQO https://t.co/jiGBotaagD"
nosiata,"#NoticiasTM ((Al aire)) ""Un grupo de psicólogos le hacen seguimiento a las personas graduadas de la Escuela de Incl… https://t.co/jQ185fM9QX"
nosiata,"#NoticiasTM ((Al aire)) ""Tenemos el reto de capacitar a la gente con lo mejor como hasta ahora nos lo han reconoci… https://t.co/tYLkEoknOr"
nosiata,"#NoticiasTM ((Al aire)) ""Tenemos la oferta de las granjas productivas para sacar a los habitantes de calle de las d… https://t.co/d0NJY8jYzk"
nosiata,"#NoticiasTM ((Al aire)) """" Jaime Echeverri vicepresidente de Planeación de la @CamaraMedellin… https://t.co/6YJx51cZ4k"
nosiata,#NoticiasTM ((Al aire)) Selección Colombia femenina sale a ratificar su buen momento https://t.co/Dzz8ex7XQO https://t.co/J7KHxN7FiZ
nosiata,#NoticiasTM ((Al aire)) Leones con la obligación de sumar para pelear por no descender https://t.co/Dzz8ex7XQO https://t.co/o4184bowCy
nosiata,#NoticiasTM ((Al aire)) Autoridades se encuentran en el barrio Zamora realizando un balance de la situación luego d… https://t.co/d7F5HITQ8m
nosiata,#NoticiasTM ((Al aire)) Nuestra Cámara Ambulante encontró a un hombre que dice ser hijo del Rey de España… https://t.co/KNcaQlQhAW
nosiata,Maestría de periodismo al estilo de @lcvelez en alianza @URosario y @rcnradio  Más petardos al aire. Qué negro futu… https://t.co/VuPCGF67II
nosiata,En este momento al aire por @RadionicaMed hablando de #Morirmeconlamia @elmismosebas
siata,#CalidadDelAire #Medellín hoy 11am. Se mantienen las estaciones en amarrillo con tendencia al naranja (una vehicu… https://t.co/oZqEgU8XbI
nosiata,@GiraldoCaren @AnnitaIregui Pero ya saben como es la bajada 😊😊😊digale al conductor que le mueva que a sus amigas no les gusta esperar 🤣
nosiata,Que aveces no sienten ganas de salir corríendo a un lugar donde el aire sea más libre y donde la noche sea más serena.
nosiata,#successfulsquad  #pray #success #millionaire #billionaire #gold #leader #entrepreneur #rich… https://t.co/mQjzSoT6x0
nosiata,#Alaire #ConsejoTA @Teleantioquia hoy reportando sintonía desde la casita. Feliz día @HenryHoracio @sixto_camilo… https://t.co/Ib0TrlWiFE
nosiata,((Al aire)) #ConsejoTA ¿Quién creen usted que es el responsable de la acumulación de llantas en varios sectores de… https://t.co/zrr6JPoqgq
nosiata,En la Placa Polideportiva y Sede Social Ávila tenemos #OfertaINDER de fútbol de salón gimnasio al aire libre can… https://t.co/U2IN0hHPBc
nosiata,QUE SERÁ LO QUE QUIERE @CMILANOTICIA Y SU programita PREGUNTA YAMID....... que defensa tan buena se consiguió santrich y al aire...
nosiata,Humberto De La Calle @DeLaCalleHum es el aire fresco de la política en Colombia su pensamiento lo dice no su edad… https://t.co/tH7vjjekAS
nosiata,((Al aire)) #ConsejoTA  ¿Estaría usted dispuesto a llevar por su cuenta las llantas que ya no  están siendo utiliza… https://t.co/ovIPSKhO6d
nosiata,@Airesoysinti_ La mezcla del barranquillero y el venezolano: Hey bro de pana.
siata,La amenaza más grande para tu salud es el aire que respiras @wef:  https://t.co/aRJrkgT7Bl #RetosDeSostenibilidad #CambioClimático
siata,La amenaza ambiental más grande para tu salud es el aire que respiras @wef:  https://t.co/aRJrkgT7Bl… https://t.co/sBqQf9cu4k
nosiata,Los entrenadores cantan Una Casa en el Aire – Batallas | La Voz Kids Col... https://t.co/RhbCiOvUsf vía @YouTube
nosiata,@Leonesfutbolc ganen por la gente del municipio. Hay menos gente que la que los va a ver a Ditaires.
nosiata,Hace dos meses fui a Buenos Aires y el panorama era deprimente:  Mendicidad predominante en las principales avenidas… https://t.co/5QfC1dsweP
nosiata,Te necesito como el aire para respirar 🎶
nosiata,"#Reflexión ""Tú puedes Superar La Timidez"" #AlAire @yulietsalazar dirige @juanchodj964 #366maravillosasmotivaciones… https://t.co/SC6AVxHlMB"
nosiata,((Al aire)) en #ConsejoTA de @Teleantioquia les contamos los diferentes programas que ofrecemos para el fortalecim… https://t.co/A9xjbTiDQJ
nosiata,Yo sabía que este día tenía un aire diferente hoy termino esos cálculos  preliminares si o si
nosiata,Estoy #alaire por @lazurbana919 me puedes escribir por el z WhatsApp 3185550087 o en nuestra cuenta de twitter con… https://t.co/8beoPLO97g
nosiata,#AlAire en los 93.5FM de @emisoraejercito el Comandante de la Fuerza de Tarea Conjunta OMega @ftc_omega habla sobre… https://t.co/RZ5VlMuuVY
nosiata,La voluntad de la ciudadanía no solo ayuda al mejoramiento de la calidad del aire también procura el cuidado de nu… https://t.co/HKp9ouIBfg
nosiata,@FredyVe_28 Hola Fredy. Te contamos que los trenes no cuentan con aire acondiciona sino con una ventilación reforzada. Saludos.
nosiata,@hernancaire Saludos soy Ángela desde mi hermosa ciudad Medellin gana Liverpool
nosiata,Preguntas abiertas: Reducir especificacionesahorrar materiales e incumplir código de sismoresistenciaa quién bene… https://t.co/RgoV5iv6Hm
nosiata,Little boxes on the hillside Little boxes made of ticky-tacky ... #samurai #suzuki #lessismore… https://t.co/Fee9S2cLdl
nosiata,Las dos españas corrupción M.Rajoy versus terrosismo de estado del  Sr.X  #FelipeSalvados
nosiata,Y entonces?? Las Amenazas de muerte de los integrantes de Progresismo y la Colombia Humana pasan desapercibido para… https://t.co/fyju2e0Vc2
nosiata,@egolaxista_ Controle su facsismo idiomático.
siata,#sismo #Medellín que miedo 😳
siata,@sgcol acabamos de sentir fuerte sismo en Sabaneta Antioquia...
siata,#Sismo Itagüí- Antioquia
siata,10:51 am Luego de sismo en los últimos minutos en Medellín no registramos incidentes al respecto. Recuerde reporta… https://t.co/KetVDdUs93
siata,Sismo de 6.2 richter con epicentro en Manizales se siente con fuerza en región paisa: Antioquia Caldas Risaralda… https://t.co/snHQVpWGhI
siata,Fuerte sismo sacudió al Eje Cafetero y a Antioquia via @elcolombiano https://t.co/1v3XThafrA
siata,@jull98 @AlcaldiadeMed Verificamos con Puesto de Comando en la zona a este momento sin novedad por sismo en la estructura.
siata,Alcalde de Sincelejo  Jacobo Quessep dice que aún no hay un número exacto de personas afectadas por inundaciones… https://t.co/oaTX0cTX2t
nosiata,Sigo navegando vagabundo por el mundo y sin rumbo contra la tormenta pero no me hundo.
nosiata,Se imaginan si esos errores fueran de Nacional!! Jummm la tormenta de arena sería gigante!! Y lo peor es que hay un… https://t.co/kcTG6BbN9J
nosiata,Siempre después la tormenta viene la calma acompañada del olvido.
nosiata,Después de la tormenta viene la calma acompañada del olvido.
siata,Q tormenta 🌩 😨
siata,#NoticiasTM Conozca qué hacer en caso de una tormenta eléctrica. https://t.co/nowWdJ2KWj
siata,Tormenta mejor dicho
siata,Asi está el Atanasio a esta hora.Tormenta eléctrica en Medellín. https://t.co/3BhFb3vQBd
siata,Tormenta ⛈ a esta hora en Medellín
siata,La Ceja Antioquia domingo 6:00 p. m. Tormenta eléctrica 15|° una medía por fis 
nosiata,El debate estuvo taaan bueno que hasta el cielo se solidarizo y nos está cayendo una tormenta terrible...
nosiata,@pabloriosg @JFCadavid  están armando tormenta en un vaso de agua me parece que fue peor la del técnico del DIM d… https://t.co/fQGL8fDXrM
siata,Tormenta eléctrica #Medellín #Colombia @minuto30com https://t.co/r7knVKPdAh
siata,Que bellleza la tormenta eléctrica de esta noche en Medellín. Abrí la ventana y todo para ver los fogonazos
siata,Está lloviendo fuego sobre Medellín! Que tormenta eléctrica!
siata,Se llama calma y me costó muchas tormentas llegar a ella.
nosiata,Portada revista @TIME  Donald Trump y la tormenta en la que se encuentra.   https://t.co/At7QqyUVMY
